"","X1","Textbox87","Textbox82","nat_definition4","region_name_3","textbox37","Category3","textbox39","Assur_DestinationCity1","Cases3","Cases4"
"149",50225,"From: 01 Jan 2011","To: 31 Dec 2011","District of Columbia",2011,17,"Congo",1,"Washington",1,51458
"150",2893,"From: 01 Jan 2012","To: 31 Dec 2012","District of Columbia",2012,12,"Eritrea",1,"Washington",1,66292
"151",10596,"From: 01 Jan 2013","To: 31 Dec 2013","District of Columbia",2013,11,"Eritrea",2,"Washington",2,66066
"152",13395,"From: 01 Jan 2014","To: 31 Dec 2014","District of Columbia",2014,30,"Afghanistan",3,"Washington",3,72820
"153",26830,"From: 01 Jan 2015","To: 31 Dec 2015","District of Columbia",2015,4,"Eritrea",2,"Washington",2,66517
"154",5604,"From: 01 Jan 2016","To: 31 Dec 2016","District of Columbia",2016,8,"Afghanistan",4,"Washington",4,96874
"155",404,"From: 01 Jan 2017","To: 31 Dec 2017","District of Columbia",2017,1,"Eritrea",1,"Washington",1,33368
"156",8747,"From: 01 Jan 2018","To: 31 Dec 2018","District of Columbia",2018,2,"Eritrea",1,"Washington",1,22874
"157",15974,"From: 01 Jan 2019","To: 31 Dec 2019","District of Columbia",2019,3,"Eritrea",2,"Washington",2,27514
"158",29770,"From: 01 Jan 2002","To: 31 Dec 2002","Florida",2002,1970,"Afghanistan",85,"Jacksonville",52,30289
"159",54208,"From: 01 Jan 2003","To: 31 Dec 2003","Florida",2003,1092,"Afghanistan",32,"Jacksonville",14,32235
"160",35814,"From: 01 Jan 2004","To: 31 Dec 2004","Florida",2004,3310,"Afghanistan",54,"Jacksonville",27,56342
"161",39086,"From: 01 Jan 2005","To: 31 Dec 2005","Florida",2005,4951,"Afghanistan",41,"Fort Pierce",2,51897
"162",44691,"From: 01 Jan 2006","To: 31 Dec 2006","Florida",2006,2154,"Afghanistan",1,"Jacksonville",1,39552
"163",42038,"From: 01 Jan 2007","To: 31 Dec 2007","Florida",2007,3019,"Afghanistan",8,"Jacksonville",6,47753
"164",20890,"From: 01 Jan 2008","To: 31 Dec 2008","Florida",2008,3773,"Afghanistan",8,"Jacksonville",8,64733
"165",23929,"From: 01 Jan 2009","To: 31 Dec 2009","Florida",2009,4196,"Afghanistan",9,"Jacksonville",9,79942
"166",47478,"From: 01 Jan 2010","To: 31 Dec 2010","Florida",2010,4384,"Afghanistan",8,"Jacksonville",4,71361
"167",50229,"From: 01 Jan 2011","To: 31 Dec 2011","Florida",2011,2342,"Afghanistan",3,"Jacksonville",3,51458
"168",2895,"From: 01 Jan 2012","To: 31 Dec 2012","Florida",2012,2900,"Afghanistan",36,"Jacksonville",31,66292
"169",10600,"From: 01 Jan 2013","To: 31 Dec 2013","Florida",2013,3333,"Afghanistan",17,"Jacksonville",17,66066
"170",13402,"From: 01 Jan 2014","To: 31 Dec 2014","Florida",2014,3465,"Bhutan",5,"Orlando",5,72820
"171",26833,"From: 01 Jan 2015","To: 31 Dec 2015","Florida",2015,2309,"Afghanistan",19,"Clearwater",1,66517
"172",5608,"From: 01 Jan 2016","To: 31 Dec 2016","Florida",2016,3270,"Afghanistan",77,"Clearwater",6,96874
"173",405,"From: 01 Jan 2017","To: 31 Dec 2017","Florida",2017,1040,"Afghanistan",10,"Jacksonville",10,33368
"174",8749,"From: 01 Jan 2018","To: 31 Dec 2018","Florida",2018,586,"Afghanistan",7,"Jacksonville",7,22874
"175",15976,"From: 01 Jan 2019","To: 31 Dec 2019","Florida",2019,624,"Afghanistan",12,"Clearwater",2,27514
"176",29908,"From: 01 Jan 2002","To: 31 Dec 2002","Georgia",2002,1036,"Afghanistan",100,"Atlanta",38,30289
"177",54323,"From: 01 Jan 2003","To: 31 Dec 2003","Georgia",2003,1221,"Afghanistan",69,"Atlanta",9,32235
"178",35975,"From: 01 Jan 2004","To: 31 Dec 2004","Georgia",2004,2157,"Afghanistan",38,"Atlanta",2,56342
"179",39255,"From: 01 Jan 2005","To: 31 Dec 2005","Georgia",2005,1885,"Afghanistan",86,"Alpharetta",1,51897
"180",44803,"From: 01 Jan 2006","To: 31 Dec 2006","Georgia",2006,1354,"Afghanistan",51,"Clarkston",4,39552
"181",42183,"From: 01 Jan 2007","To: 31 Dec 2007","Georgia",2007,1567,"Afghanistan",13,"Atlanta",1,47753
"182",21048,"From: 01 Jan 2008","To: 31 Dec 2008","Georgia",2008,2679,"Afghanistan",31,"Atlanta",9,64733
"183",24069,"From: 01 Jan 2009","To: 31 Dec 2009","Georgia",2009,3355,"Afghanistan",16,"Atlanta",2,79942
"184",47615,"From: 01 Jan 2010","To: 31 Dec 2010","Georgia",2010,3279,"Afghanistan",67,"Atlanta",21,71361
"185",50333,"From: 01 Jan 2011","To: 31 Dec 2011","Georgia",2011,2423,"Afghanistan",27,"Atlanta",23,51458
"186",3018,"From: 01 Jan 2012","To: 31 Dec 2012","Georgia",2012,2791,"Afghanistan",49,"Atlanta",19,66292
"187",10734,"From: 01 Jan 2013","To: 31 Dec 2013","Georgia",2013,2497,"Afghanistan",25,"Atlanta",15,66066
"188",13557,"From: 01 Jan 2014","To: 31 Dec 2014","Georgia",2014,2796,"Afghanistan",32,"Atlanta",18,72820
"189",26960,"From: 01 Jan 2015","To: 31 Dec 2015","Georgia",2015,2803,"Afghanistan",37,"Atlanta",26,66517
"190",5781,"From: 01 Jan 2016","To: 31 Dec 2016","Georgia",2016,3473,"Afghanistan",119,"Atlanta",64,96874
"191",498,"From: 01 Jan 2017","To: 31 Dec 2017","Georgia",2017,1075,"Afghanistan",38,"Atlanta",15,33368
"192",8809,"From: 01 Jan 2018","To: 31 Dec 2018","Georgia",2018,858,"Afghanistan",44,"Atlanta",42,22874
"193",16032,"From: 01 Jan 2019","To: 31 Dec 2019","Georgia",2019,1050,"Afghanistan",108,"Atlanta",96,27514
"194",30032,"From: 01 Jan 2002","To: 31 Dec 2002","Idaho",2002,302,"Afghanistan",100,"Boise",100,30289
"195",54450,"From: 01 Jan 2003","To: 31 Dec 2003","Idaho",2003,246,"Afghanistan",64,"Boise",64,32235
"196",36113,"From: 01 Jan 2004","To: 31 Dec 2004","Idaho",2004,456,"Afghanistan",31,"Boise",31,56342
"197",39376,"From: 01 Jan 2005","To: 31 Dec 2005","Idaho",2005,545,"Afghanistan",38,"Boise",38,51897
"198",44911,"From: 01 Jan 2006","To: 31 Dec 2006","Idaho",2006,518,"Afghanistan",30,"Boise",30,39552
"199",42287,"From: 01 Jan 2007","To: 31 Dec 2007","Idaho",2007,742,"Afghanistan",39,"Boise",39,47753
"200",21175,"From: 01 Jan 2008","To: 31 Dec 2008","Idaho",2008,1167,"Afghanistan",97,"Boise",97,64733
"201",24203,"From: 01 Jan 2009","To: 31 Dec 2009","Idaho",2009,1266,"Afghanistan",49,"Boise",39,79942
"202",47728,"From: 01 Jan 2010","To: 31 Dec 2010","Idaho",2010,969,"Afghanistan",45,"Boise",31,71361
"203",50433,"From: 01 Jan 2011","To: 31 Dec 2011","Idaho",2011,753,"Afghanistan",19,"Boise",14,51458
"204",3131,"From: 01 Jan 2012","To: 31 Dec 2012","Idaho",2012,788,"Afghanistan",35,"Boise",33,66292
"205",10842,"From: 01 Jan 2013","To: 31 Dec 2013","Idaho",2013,913,"Afghanistan",29,"Boise",16,66066
"206",13674,"From: 01 Jan 2014","To: 31 Dec 2014","Idaho",2014,1015,"Afghanistan",17,"Boise",15,72820
"207",27071,"From: 01 Jan 2015","To: 31 Dec 2015","Idaho",2015,961,"Afghanistan",26,"Boise",15,66517
"208",5926,"From: 01 Jan 2016","To: 31 Dec 2016","Idaho",2016,1232,"Afghanistan",75,"Boise",36,96874
"209",582,"From: 01 Jan 2017","To: 31 Dec 2017","Idaho",2017,356,"Afghanistan",4,"Boise",4,33368
"210",8859,"From: 01 Jan 2018","To: 31 Dec 2018","Idaho",2018,425,"Afghanistan",6,"Boise",6,22874
"211",16088,"From: 01 Jan 2019","To: 31 Dec 2019","Idaho",2019,455,"Afghanistan",21,"Boise",21,27514
"212",30048,"From: 01 Jan 2002","To: 31 Dec 2002","Illinois",2002,1006,"Afghanistan",71,"Aurora",15,30289
"213",54474,"From: 01 Jan 2003","To: 31 Dec 2003","Illinois",2003,1006,"Afghanistan",59,"Aurora",2,32235
"214",36133,"From: 01 Jan 2004","To: 31 Dec 2004","Illinois",2004,1395,"Afghanistan",23,"Chicago",14,56342
"215",39396,"From: 01 Jan 2005","To: 31 Dec 2005","Illinois",2005,1594,"Afghanistan",11,"Aurora",1,51897
"216",44932,"From: 01 Jan 2006","To: 31 Dec 2006","Illinois",2006,1145,"Afghanistan",1,"Aurora",1,39552
"217",42313,"From: 01 Jan 2007","To: 31 Dec 2007","Illinois",2007,1801,"Afghanistan",6,"Chicago",5,47753
"218",21203,"From: 01 Jan 2008","To: 31 Dec 2008","Illinois",2008,2687,"Afghanistan",6,"Chicago",2,64733
"219",24230,"From: 01 Jan 2009","To: 31 Dec 2009","Illinois",2009,2809,"Belarus",8,"Chicago",3,79942
"220",47756,"From: 01 Jan 2010","To: 31 Dec 2010","Illinois",2010,2371,"Afghanistan",3,"Chicago",2,71361
"221",50461,"From: 01 Jan 2011","To: 31 Dec 2011","Illinois",2011,1715,"Afghanistan",7,"Carol Stream",1,51458
"222",3159,"From: 01 Jan 2012","To: 31 Dec 2012","Illinois",2012,2515,"Afghanistan",30,"Chicago",21,66292
"223",10870,"From: 01 Jan 2013","To: 31 Dec 2013","Illinois",2013,2185,"Afghanistan",11,"Chicago",7,66066
"224",13704,"From: 01 Jan 2014","To: 31 Dec 2014","Illinois",2014,2749,"Afghanistan",43,"Aurora",2,72820
"225",27102,"From: 01 Jan 2015","To: 31 Dec 2015","Illinois",2015,2439,"Afghanistan",48,"Aurora",2,66517
"226",5957,"From: 01 Jan 2016","To: 31 Dec 2016","Illinois",2016,3493,"Afghanistan",123,"Aurora",13,96874
"227",599,"From: 01 Jan 2017","To: 31 Dec 2017","Illinois",2017,1100,"Afghanistan",33,"Aurora",4,33368
"228",8877,"From: 01 Jan 2018","To: 31 Dec 2018","Illinois",2018,722,"Afghanistan",27,"Aurora",2,22874
"229",16106,"From: 01 Jan 2019","To: 31 Dec 2019","Illinois",2019,891,"Afghanistan",24,"Carol Stream",3,27514
"230",30189,"From: 01 Jan 2002","To: 31 Dec 2002","Indiana",2002,203,"Afghanistan",26,"Carmel",3,30289
"231",54601,"From: 01 Jan 2003","To: 31 Dec 2003","Indiana",2003,322,"Afghanistan",33,"Bloomington",1,32235
"232",36263,"From: 01 Jan 2004","To: 31 Dec 2004","Indiana",2004,497,"Afghanistan",5,"Indianapolis",5,56342
"233",39498,"From: 01 Jan 2005","To: 31 Dec 2005","Indiana",2005,482,"Afghanistan",12,"Fort Wayne",2,51897
"234",45041,"From: 01 Jan 2006","To: 31 Dec 2006","Indiana",2006,376,"Afghanistan",1,"Fort Wayne",1,39552
"235",42432,"From: 01 Jan 2007","To: 31 Dec 2007","Indiana",2007,1514,"Burma",NA,"Fort Wayne",599,47753
"236",21351,"From: 01 Jan 2008","To: 31 Dec 2008","Indiana",2008,1589,"Burma",NA,"Bloomington",9,64733
"237",24360,"From: 01 Jan 2009","To: 31 Dec 2009","Indiana",2009,1235,"Afghanistan",1,"Indianapolis",1,79942
"238",47875,"From: 01 Jan 2010","To: 31 Dec 2010","Indiana",2010,1301,"Afghanistan",4,"Indianapolis",4,71361
"239",50554,"From: 01 Jan 2011","To: 31 Dec 2011","Indiana",2011,1095,"Afghanistan",6,"Indianapolis",6,51458
"240",3279,"From: 01 Jan 2012","To: 31 Dec 2012","Indiana",2012,1385,"Afghanistan",3,"Indianapolis",3,66292
"241",10987,"From: 01 Jan 2013","To: 31 Dec 2013","Indiana",2013,1339,"Bhutan",19,"Indianapolis",19,66066
"242",13846,"From: 01 Jan 2014","To: 31 Dec 2014","Indiana",2014,1833,"Afghanistan",12,"Indianapolis",4,72820
"243",27231,"From: 01 Jan 2015","To: 31 Dec 2015","Indiana",2015,1690,"Bhutan",1,"Indianapolis",1,66517
"244",6108,"From: 01 Jan 2016","To: 31 Dec 2016","Indiana",2016,2100,"Afghanistan",6,"Indianapolis",6,96874
"245",687,"From: 01 Jan 2017","To: 31 Dec 2017","Indiana",2017,646,"Afghanistan",11,"Bloomington",6,33368
"246",8942,"From: 01 Jan 2018","To: 31 Dec 2018","Indiana",2018,542,"Burma",365,"Fort Wayne",106,22874
"247",16167,"From: 01 Jan 2019","To: 31 Dec 2019","Indiana",2019,821,"Afghanistan",1,"Shoals",1,27514
"248",30225,"From: 01 Jan 2002","To: 31 Dec 2002","Iowa",2002,437,"Afghanistan",45,"Des Moines",45,30289
"249",54647,"From: 01 Jan 2003","To: 31 Dec 2003","Iowa",2003,285,"Benin",1,"Des Moines",1,32235
"250",36296,"From: 01 Jan 2004","To: 31 Dec 2004","Iowa",2004,442,"Afghanistan",14,"Des Moines",14,56342
"251",39533,"From: 01 Jan 2005","To: 31 Dec 2005","Iowa",2005,352,"Afghanistan",14,"Des Moines",14,51897
"252",45065,"From: 01 Jan 2006","To: 31 Dec 2006","Iowa",2006,356,"Afghanistan",16,"Des Moines",16,39552
"253",42447,"From: 01 Jan 2007","To: 31 Dec 2007","Iowa",2007,435,"Afghanistan",1,"Des Moines",1,47753
"254",21369,"From: 01 Jan 2008","To: 31 Dec 2008","Iowa",2008,658,"Bhutan",70,"Des Moines",70,64733
"255",24388,"From: 01 Jan 2009","To: 31 Dec 2009","Iowa",2009,958,"Bhutan",204,"Des Moines",204,79942
"256",47904,"From: 01 Jan 2010","To: 31 Dec 2010","Iowa",2010,275,"Bhutan",70,"Des Moines",70,71361
"257",50578,"From: 01 Jan 2011","To: 31 Dec 2011","Iowa",2011,307,"Bhutan",82,"Des Moines",82,51458
"258",3308,"From: 01 Jan 2012","To: 31 Dec 2012","Iowa",2012,494,"Bhutan",96,"Des Moines",90,66292
"259",11017,"From: 01 Jan 2013","To: 31 Dec 2013","Iowa",2013,619,"Bhutan",117,"Des Moines",113,66066
"260",13880,"From: 01 Jan 2014","To: 31 Dec 2014","Iowa",2014,693,"Bhutan",103,"Des Moines",91,72820
"261",27255,"From: 01 Jan 2015","To: 31 Dec 2015","Iowa",2015,815,"Bhutan",113,"Des Moines",103,66517
"262",6143,"From: 01 Jan 2016","To: 31 Dec 2016","Iowa",2016,1087,"Bhutan",147,"Des Moines",142,96874
"263",717,"From: 01 Jan 2017","To: 31 Dec 2017","Iowa",2017,523,"Afghanistan",7,"Des Moines",7,33368
"264",8957,"From: 01 Jan 2018","To: 31 Dec 2018","Iowa",2018,529,"Bhutan",17,"Des Moines",17,22874
"265",16189,"From: 01 Jan 2019","To: 31 Dec 2019","Iowa",2019,671,"Burma",202,"Bondurant",1,27514
"266",30251,"From: 01 Jan 2002","To: 31 Dec 2002","Kansas",2002,55,"Afghanistan",24,"Kansas City",23,30289
"267",54672,"From: 01 Jan 2003","To: 31 Dec 2003","Kansas",2003,95,"Afghanistan",6,"Kansas City",6,32235
"268",36320,"From: 01 Jan 2004","To: 31 Dec 2004","Kansas",2004,155,"Bosnia and Herzegovina",3,"Kansas City",1,56342
"269",39555,"From: 01 Jan 2005","To: 31 Dec 2005","Kansas",2005,155,"Afghanistan",4,"Kansas City",4,51897
"270",45084,"From: 01 Jan 2006","To: 31 Dec 2006","Kansas",2006,135,"Burma",17,"Independence",1,39552
"271",42464,"From: 01 Jan 2007","To: 31 Dec 2007","Kansas",2007,171,"Burma",78,"Columbus",6,47753
"272",21394,"From: 01 Jan 2008","To: 31 Dec 2008","Kansas",2008,356,"Bhutan",73,"Kansas City",68,64733
"273",24411,"From: 01 Jan 2009","To: 31 Dec 2009","Kansas",2009,370,"Bhutan",107,"Kansas City",97,79942
"274",47922,"From: 01 Jan 2010","To: 31 Dec 2010","Kansas",2010,323,"Bhutan",98,"Kansas City",76,71361
"275",50594,"From: 01 Jan 2011","To: 31 Dec 2011","Kansas",2011,273,"Bhutan",104,"Kansas City",104,51458
"276",3338,"From: 01 Jan 2012","To: 31 Dec 2012","Kansas",2012,427,"Bhutan",106,"Kansas City",106,66292
"277",11048,"From: 01 Jan 2013","To: 31 Dec 2013","Kansas",2013,480,"Bhutan",63,"Kansas City",63,66066
"278",13917,"From: 01 Jan 2014","To: 31 Dec 2014","Kansas",2014,635,"Bhutan",53,"Kansas City",53,72820
"279",27291,"From: 01 Jan 2015","To: 31 Dec 2015","Kansas",2015,610,"Afghanistan",6,"Wichita",6,66517
"280",6181,"From: 01 Jan 2016","To: 31 Dec 2016","Kansas",2016,1053,"Afghanistan",20,"Wichita",20,96874
"281",757,"From: 01 Jan 2017","To: 31 Dec 2017","Kansas",2017,392,"Bhutan",27,"Kansas City",27,33368
"282",8980,"From: 01 Jan 2018","To: 31 Dec 2018","Kansas",2018,439,"Afghanistan",10,"Wichita",10,22874
"283",16215,"From: 01 Jan 2019","To: 31 Dec 2019","Kansas",2019,341,"Afghanistan",4,"Wichita",4,27514
"284",30261,"From: 01 Jan 2002","To: 31 Dec 2002","Kentucky",2002,384,"Afghanistan",25,"Lexington",2,30289
"285",54691,"From: 01 Jan 2003","To: 31 Dec 2003","Kentucky",2003,321,"Afghanistan",12,"Louisville",12,32235
"286",36337,"From: 01 Jan 2004","To: 31 Dec 2004","Kentucky",2004,715,"Afghanistan",7,"Louisville",7,56342
"287",39576,"From: 01 Jan 2005","To: 31 Dec 2005","Kentucky",2005,794,"Afghanistan",6,"Louisville",6,51897
"288",45102,"From: 01 Jan 2006","To: 31 Dec 2006","Kentucky",2006,656,"Afghanistan",13,"Louisville",13,39552
"289",42482,"From: 01 Jan 2007","To: 31 Dec 2007","Kentucky",2007,975,"Belarus",2,"Louisville",2,47753
"290",21422,"From: 01 Jan 2008","To: 31 Dec 2008","Kentucky",2008,1235,"Bhutan",135,"Louisville",135,64733
"291",24431,"From: 01 Jan 2009","To: 31 Dec 2009","Kentucky",2009,1871,"Azerbaijan",4,"Louisville",4,79942
"292",47945,"From: 01 Jan 2010","To: 31 Dec 2010","Kentucky",2010,2079,"Afghanistan",5,"Louisville",5,71361
"293",50611,"From: 01 Jan 2011","To: 31 Dec 2011","Kentucky",2011,1161,"Afghanistan",11,"Louisville",11,51458
"294",3362,"From: 01 Jan 2012","To: 31 Dec 2012","Kentucky",2012,1621,"Afghanistan",23,"Louisville",23,66292
"295",11072,"From: 01 Jan 2013","To: 31 Dec 2013","Kentucky",2013,1569,"Afghanistan",27,"Louisville",27,66066
"296",13948,"From: 01 Jan 2014","To: 31 Dec 2014","Kentucky",2014,1966,"Afghanistan",5,"Louisville",5,72820
"297",27320,"From: 01 Jan 2015","To: 31 Dec 2015","Kentucky",2015,1930,"Afghanistan",14,"Louisville",14,66517
"298",6218,"From: 01 Jan 2016","To: 31 Dec 2016","Kentucky",2016,2847,"Afghanistan",32,"Bowling Green",7,96874
"299",786,"From: 01 Jan 2017","To: 31 Dec 2017","Kentucky",2017,896,"Afghanistan",1,"Louisville",1,33368
"300",8996,"From: 01 Jan 2018","To: 31 Dec 2018","Kentucky",2018,971,"Afghanistan",2,"Louisville",2,22874
"301",16232,"From: 01 Jan 2019","To: 31 Dec 2019","Kentucky",2019,1315,"Afghanistan",11,"Louisville",11,27514
"302",30285,"From: 01 Jan 2002","To: 31 Dec 2002","Louisiana",2002,106,"Afghanistan",25,"Baton Rouge",17,30289
"303",54723,"From: 01 Jan 2003","To: 31 Dec 2003","Louisiana",2003,112,"Afghanistan",25,"Baton Rouge",19,32235
"304",36367,"From: 01 Jan 2004","To: 31 Dec 2004","Louisiana",2004,307,"Afghanistan",39,"Baton Rouge",15,56342
"305",39604,"From: 01 Jan 2005","To: 31 Dec 2005","Louisiana",2005,189,"Afghanistan",7,"Baton Rouge",7,51897
"306",45136,"From: 01 Jan 2006","To: 31 Dec 2006","Louisiana",2006,147,"Afghanistan",1,"Baton Rouge",1,39552
"307",42519,"From: 01 Jan 2007","To: 31 Dec 2007","Louisiana",2007,164,"Burma",19,"Baton Rouge",5,47753
"308",21455,"From: 01 Jan 2008","To: 31 Dec 2008","Louisiana",2008,205,"Afghanistan",1,"Baton Rouge",1,64733
"309",24471,"From: 01 Jan 2009","To: 31 Dec 2009","Louisiana",2009,335,"Burma",112,"Baton Rouge",41,79942
"310",47993,"From: 01 Jan 2010","To: 31 Dec 2010","Louisiana",2010,363,"Afghanistan",15,"Baton Rouge",11,71361
"311",50652,"From: 01 Jan 2011","To: 31 Dec 2011","Louisiana",2011,237,"Bhutan",20,"Baton Rouge",20,51458
"312",3403,"From: 01 Jan 2012","To: 31 Dec 2012","Louisiana",2012,187,"Afghanistan",2,"Baton Rouge",2,66292
"313",11112,"From: 01 Jan 2013","To: 31 Dec 2013","Louisiana",2013,192,"Bhutan",8,"Baton Rouge",8,66066
"314",13992,"From: 01 Jan 2014","To: 31 Dec 2014","Louisiana",2014,232,"Afghanistan",9,"Baton Rouge",9,72820
"315",27360,"From: 01 Jan 2015","To: 31 Dec 2015","Louisiana",2015,133,"Afghanistan",6,"Baton Rouge",6,66517
"316",6270,"From: 01 Jan 2016","To: 31 Dec 2016","Louisiana",2016,162,"Afghanistan",13,"Baton Rouge",6,96874
"317",829,"From: 01 Jan 2017","To: 31 Dec 2017","Louisiana",2017,70,"Burma",11,"Baton Rouge",4,33368
"318",9021,"From: 01 Jan 2018","To: 31 Dec 2018","Louisiana",2018,15,"Central African Republic",6,"Baton Rouge",6,22874
"319",16258,"From: 01 Jan 2019","To: 31 Dec 2019","Louisiana",2019,12,"Burma",4,"Thibodaux",4,27514
"320",30303,"From: 01 Jan 2002","To: 31 Dec 2002","Maine",2002,96,"Afghanistan",4,"Portland",4,30289
"321",54745,"From: 01 Jan 2003","To: 31 Dec 2003","Maine",2003,141,"Dem. Rep. Congo",10,"Portland",10,32235
"322",36400,"From: 01 Jan 2004","To: 31 Dec 2004","Maine",2004,182,"Afghanistan",1,"Portland",1,56342
"323",39630,"From: 01 Jan 2005","To: 31 Dec 2005","Maine",2005,141,"Dem. Rep. Congo",1,"Portland",1,51897
"324",45157,"From: 01 Jan 2006","To: 31 Dec 2006","Maine",2006,150,"Dem. Rep. Congo",1,"Portland",1,39552
"325",42540,"From: 01 Jan 2007","To: 31 Dec 2007","Maine",2007,108,"Burma",1,"Bangor",1,47753
"326",21486,"From: 01 Jan 2008","To: 31 Dec 2008","Maine",2008,75,"Dem. Rep. Congo",12,"Portland",12,64733
"327",24497,"From: 01 Jan 2009","To: 31 Dec 2009","Maine",2009,332,"Burma",24,"Portland",24,79942
"328",48021,"From: 01 Jan 2010","To: 31 Dec 2010","Maine",2010,248,"Afghanistan",3,"Portland",3,71361
"329",50678,"From: 01 Jan 2011","To: 31 Dec 2011","Maine",2011,171,"Burma",5,"Portland",5,51458
"330",3423,"From: 01 Jan 2012","To: 31 Dec 2012","Maine",2012,292,"Afghanistan",3,"Portland",3,66292
"331",11140,"From: 01 Jan 2013","To: 31 Dec 2013","Maine",2013,328,"Afghanistan",12,"Portland",12,66066
"332",14016,"From: 01 Jan 2014","To: 31 Dec 2014","Maine",2014,397,"Afghanistan",2,"Portland",2,72820
"333",27379,"From: 01 Jan 2015","To: 31 Dec 2015","Maine",2015,402,"Afghanistan",3,"New Sweden",3,66517
"334",6288,"From: 01 Jan 2016","To: 31 Dec 2016","Maine",2016,714,"Afghanistan",28,"Portland",28,96874
"335",843,"From: 01 Jan 2017","To: 31 Dec 2017","Maine",2017,122,"Dem. Rep. Congo",32,"Portland",32,33368
"336",9027,"From: 01 Jan 2018","To: 31 Dec 2018","Maine",2018,92,"Burundi",9,"Portland",9,22874
"337",16264,"From: 01 Jan 2019","To: 31 Dec 2019","Maine",2019,95,"Afghanistan",1,"Portland",1,27514
"338",30318,"From: 01 Jan 2002","To: 31 Dec 2002","Maryland",2002,415,"Afghanistan",20,"Baltimore",18,30289
"339",54754,"From: 01 Jan 2003","To: 31 Dec 2003","Maryland",2003,938,"Afghanistan",18,"Baltimore",13,32235
"340",36414,"From: 01 Jan 2004","To: 31 Dec 2004","Maryland",2004,914,"Afghanistan",16,"Baltimore",14,56342
"341",39643,"From: 01 Jan 2005","To: 31 Dec 2005","Maryland",2005,751,"Afghanistan",6,"Baltimore",6,51897
"342",45168,"From: 01 Jan 2006","To: 31 Dec 2006","Maryland",2006,617,"Afghanistan",13,"Baltimore",13,39552
"343",42550,"From: 01 Jan 2007","To: 31 Dec 2007","Maryland",2007,705,"Afghanistan",4,"Baltimore",4,47753
"344",21495,"From: 01 Jan 2008","To: 31 Dec 2008","Maryland",2008,910,"Afghanistan",3,"Silver Spring",3,64733
"345",24508,"From: 01 Jan 2009","To: 31 Dec 2009","Maryland",2009,930,"Belarus",12,"Baltimore",4,79942
"346",48036,"From: 01 Jan 2010","To: 31 Dec 2010","Maryland",2010,1265,"Afghanistan",6,"Baltimore",1,71361
"347",50687,"From: 01 Jan 2011","To: 31 Dec 2011","Maryland",2011,1171,"Bhutan",530,"Baltimore",422,51458
"348",3440,"From: 01 Jan 2012","To: 31 Dec 2012","Maryland",2012,1218,"Afghanistan",1,"Silver Spring",1,66292
"349",11161,"From: 01 Jan 2013","To: 31 Dec 2013","Maryland",2013,1180,"Afghanistan",7,"Odenton",3,66066
"350",14037,"From: 01 Jan 2014","To: 31 Dec 2014","Maryland",2014,1335,"Afghanistan",9,"Baltimore",6,72820
"351",27396,"From: 01 Jan 2015","To: 31 Dec 2015","Maryland",2015,1453,"Afghanistan",19,"Baltimore",6,66517
"352",6312,"From: 01 Jan 2016","To: 31 Dec 2016","Maryland",2016,1952,"Afghanistan",55,"Baltimore",18,96874
"353",861,"From: 01 Jan 2017","To: 31 Dec 2017","Maryland",2017,610,"Afghanistan",26,"Baltimore",2,33368
"354",9035,"From: 01 Jan 2018","To: 31 Dec 2018","Maryland",2018,509,"Afghanistan",17,"Baltimore",9,22874
"355",16277,"From: 01 Jan 2019","To: 31 Dec 2019","Maryland",2019,690,"Afghanistan",94,"Baltimore",24,27514
"356",30390,"From: 01 Jan 2002","To: 31 Dec 2002","Massachusetts",2002,783,"Afghanistan",61,"Boston",21,30289
"357",54869,"From: 01 Jan 2003","To: 31 Dec 2003","Massachusetts",2003,959,"Afghanistan",54,"Allston",1,32235
"358",36525,"From: 01 Jan 2004","To: 31 Dec 2004","Massachusetts",2004,1491,"Afghanistan",61,"Allston",1,56342
"359",39741,"From: 01 Jan 2005","To: 31 Dec 2005","Massachusetts",2005,1301,"Afghanistan",15,"Boston",6,51897
"360",45275,"From: 01 Jan 2006","To: 31 Dec 2006","Massachusetts",2006,772,"Afghanistan",12,"Boston",4,39552
"361",42646,"From: 01 Jan 2007","To: 31 Dec 2007","Massachusetts",2007,782,"Belarus",26,"West Springfield",19,47753
"362",21597,"From: 01 Jan 2008","To: 31 Dec 2008","Massachusetts",2008,1254,"Afghanistan",4,"Boston",4,64733
"363",24606,"From: 01 Jan 2009","To: 31 Dec 2009","Massachusetts",2009,1898,"Afghanistan",5,"West Springfield",5,79942
"364",48125,"From: 01 Jan 2010","To: 31 Dec 2010","Massachusetts",2010,1822,"Afghanistan",14,"Malden",1,71361
"365",50761,"From: 01 Jan 2011","To: 31 Dec 2011","Massachusetts",2011,1400,"Afghanistan",2,"South Boston",2,51458
"366",3531,"From: 01 Jan 2012","To: 31 Dec 2012","Massachusetts",2012,1885,"Afghanistan",6,"Brighton",1,66292
"367",11258,"From: 01 Jan 2013","To: 31 Dec 2013","Massachusetts",2013,1691,"Afghanistan",6,"South Boston",6,66066
"368",14112,"From: 01 Jan 2014","To: 31 Dec 2014","Massachusetts",2014,1892,"Afghanistan",18,"Boston",10,72820
"369",27470,"From: 01 Jan 2015","To: 31 Dec 2015","Massachusetts",2015,1666,"Afghanistan",32,"Boston",9,66517
