Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Burma,14,Birmingham,1,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Burma,14,Mobile,13,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Colombia,8,Mobile,8,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Dem. Rep. Congo,42,Mobile,42,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Ethiopia,1,Guntersville,1,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Iran,5,Mobile,5,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Iraq,16,Mobile,16,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Somalia,10,Mobile,10,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alabama,CY 2015,97,Sudan,1,Mobile,1,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Bhutan,4,Anchorage,4,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Burma,17,Anchorage,17,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Dem. Rep. Congo,6,Anchorage,6,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Eritrea,8,Anchorage,8,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Ethiopia,2,Anchorage,2,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Iraq,2,Anchorage,2,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Russia,1,Fairbanks,1,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Rwanda,6,Anchorage,6,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Somalia,46,Anchorage,46,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Sudan,10,Anchorage,10,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Ukraine,7,Anchorage,3,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Ukraine,7,Wasilla,4,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Alaska,CY 2015,110,Uzbekistan,1,Anchorage,1,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Afghanistan,37,Glendale,9,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Afghanistan,37,Phoenix,24,"66,517"
From: 01 Jan 2015,To: 31 Dec 2015,Arizona,CY 2015,"2,960",Afghanistan,37,Tucson,4,"66,517"
