Textbox87,Textbox82,nat_definition4,region_name_3,textbox37,Category3,textbox39,Assur_DestinationCity1,Cases3,Cases4
From: 01 Jan 2005,To: 31 Dec 2005,Alabama,CY 2005,99,Cuba,6,Ashland,1,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alabama,CY 2005,99,Cuba,6,Mobile,5,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alabama,CY 2005,99,Iraq,1,Mobile,1,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alabama,CY 2005,99,Liberia,10,Mobile,8,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alabama,CY 2005,99,Liberia,10,Montgomery,2,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alabama,CY 2005,99,Russia,80,Madison,1,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alabama,CY 2005,99,Russia,80,Mobile,79,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alabama,CY 2005,99,Sudan,2,Mobile,2,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alaska,CY 2005,67,Iran,2,Juneau,2,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alaska,CY 2005,67,Laos,52,Anchorage,52,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alaska,CY 2005,67,Russia,10,Wasilla,10,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Alaska,CY 2005,67,Ukraine,3,Delta Junction,3,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Gilbert,3,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Glendale,19,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Peoria,1,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Phoenix,92,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Scottsdale,6,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Afghanistan,142,Tucson,21,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Angola,5,Phoenix,5,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Azerbaijan,8,Phoenix,2,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Azerbaijan,8,Sun City,2,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Azerbaijan,8,Tucson,4,"51,897"
From: 01 Jan 2005,To: 31 Dec 2005,Arizona,CY 2005,"1,987",Bosnia and Herzegovina,2,Phoenix,1,"51,897"
