id,diverse_1994,diverse_2016,total_1994,total_2016
609450,1,1,855,791
609480,1,1,544,521
609510,1,1,159,207
609570,1,1,1603,1399
609620,1,1,27648,21681
609640,1,1,17816,18165
609665,1,1,161,119
609690,1,1,3295,3278
609780,1,1,1945,2104
609810,1,1,820,905
609850,1,1,26877,51495
609870,1,1,2620,3058
609940,1,1,7973,5430
609990,1,1,1177,866
610050,1,1,12841,11750
610230,1,1,149,133
610260,1,1,5415,6768
610290,1,1,14103,18590
610320,1,1,895,458
610350,1,1,3639,4023
610380,1,1,563,622
610440,1,1,4440,3961
610620,1,1,7111,7803
610680,1,1,39,21
610710,1,1,181,156
610740,1,1,1343,4412
610770,1,1,5168,3609
610860,1,1,2495,4031
610890,1,1,5171,5550
610980,1,1,33,57
611040,1,1,1245,539
611100,1,1,89,19
611110,1,1,18635,25945
611130,1,1,189,229
611220,1,1,1721,1976
611280,1,1,3263,3167
611430,1,1,159,188
611460,1,1,17864,21991
611490,1,1,3089,6712
611520,1,1,4577,3381
611550,1,1,252,168
611610,1,1,102,8
611670,1,1,352,90
611700,1,1,169,65
611730,1,1,1261,986
611760,1,1,1824,1931
611780,1,1,217,315
611820,1,1,21931,22180
611850,1,1,8136,8768
611870,1,1,644,402
611910,1,1,2144,3394
611940,1,1,767,1059
612030,1,1,6518,4889
612070,1,1,5524,6419
612090,1,1,11266,8422
612120,1,1,9703,8594
612150,1,1,151,164
612180,1,1,10817,8518
612210,1,1,2359,3431
612330,1,1,33877,61172
612360,1,1,73,185
612420,1,1,28,15
612600,1,1,458,238
612630,1,1,665,685
612690,1,1,3889,3015
612750,1,1,4844,5308
612810,1,1,3770,3672
612840,1,1,2936,2569
612880,1,1,16523,16250
612910,1,1,7093,7263
612930,1,1,917,953
612960,1,1,4658,13982
613080,1,1,2672,3379
613140,1,1,10716,11793
613170,1,1,791,1088
613290,1,1,1247,2699
613360,1,1,20871,20457
613470,1,1,1813,1167
613500,1,1,5885,4375
613530,1,1,2442,2050
613710,1,1,38,13
613740,1,1,159,146
613800,1,1,3419,3674
613840,1,1,1964,2278
613860,1,1,33,21
613890,1,1,12975,19673
613920,1,1,30174,37317
613980,1,1,817,398
614010,1,1,729,76
614040,1,1,33,10
614070,1,1,2535,1716
614130,1,1,90,24
614190,1,1,1083,866
614220,1,1,5897,6384
614250,1,1,2103,2528
614340,1,1,356,478
614370,1,1,10436,7555
614400,1,1,29138,34568
614430,1,1,7741,10828
614490,1,1,61,31
614520,1,1,290,292
614550,1,1,77023,69261
614700,1,1,1932,3211
614730,1,1,11142,13358
614760,1,1,12527,13099
614790,1,1,2925,3610
614820,1,1,1511,2171
614880,1,1,42423,43755
614910,1,1,51,69
614940,1,1,7229,4796
614950,1,1,4401,2092
614970,1,1,55,30
615000,1,1,142,146
615090,1,1,521,426
615150,1,1,429,249
615180,1,1,8548,11264
615240,1,1,29064,25570
615270,1,1,7109,7468
615390,1,1,1060,476
615450,1,1,722,685
615480,1,1,315,106
615510,1,1,4204,3571
615600,1,1,76,91
615690,1,1,505,637
615780,1,1,2416,1221
615810,1,1,103,19
615840,1,1,662,39
615870,1,1,52,46
615990,1,1,21,11
616050,1,1,5365,9342
616080,1,1,2366,3522
616110,1,1,125,201
616230,1,1,20560,16518
616260,1,1,1133,1280
616300,1,1,2368,2515
616320,1,1,592,286
616323,1,1,1373,1868
616325,1,1,21771,18572
616470,1,1,4832,5496
616500,1,1,2806,3665
616530,1,1,245,111
616560,1,1,150,125
616570,1,1,816,494
616620,1,1,593,68
616650,1,1,723,824
616680,1,1,7615,7996
616740,1,1,19936,20482
616830,1,1,586,1245
616860,1,1,547,664
616920,1,1,14550,20125
617040,1,1,874,1378
617190,1,1,1282,1478
617220,1,1,2285,2357
617340,1,1,4599,5388
617430,1,1,1998,1553
617490,1,1,1002,1010
617520,1,1,105,255
617580,1,1,96,59
617640,1,1,41,18
617760,1,1,109,86
617850,1,1,7854,8378
617880,1,1,462,202
618030,1,1,5964,6910
618060,1,1,13245,15668
618120,1,1,194,196
618160,1,1,185,39
618210,1,1,1972,4066
618240,1,1,30,17
618270,1,1,50,11
618390,1,1,16266,8866
618660,1,1,401,455
618690,1,1,477,327
618730,1,1,1184,601
618780,1,1,492,343
618810,1,1,9,12
618840,1,1,603,2317
618870,1,1,7948,6265
618930,1,1,5183,3687
618990,1,1,2142,1655
619050,1,1,264,206
619110,1,1,288,150
619140,1,1,534,309
619170,1,1,83,70
619200,1,1,616,279
619230,1,1,39,24
619260,1,1,16880,18716
619320,1,1,2163,1686
619380,1,1,1006,1256
619410,1,1,200,149
619440,1,1,2993,2628
619490,1,1,3255,5082
